1606780800000,0.20283000,0.20455000,0.17300000,0.18382000,512387400.00000000,1606867199999,98353087.74977500,171999,252571976.30000000,48494626.79446900,0
1606867200000,0.18361000,0.18834000,0.17721000,0.18514000,319272954.60000000,1606953599999,58612625.51687200,98223,160368222.30000000,29439806.07088000,0
1606953600000,0.18518000,0.18980000,0.17959000,0.18436000,220981352.50000000,1607039999999,40679011.96595100,72237,111445614.60000000,20518461.42175100,0
1607040000000,0.18421000,0.18870000,0.15930000,0.16154000,288862137.40000000,1607126399999,50619679.45602500,122797,137159878.00000000,24060468.92849600,0
1607126400000,0.16152000,0.17636000,0.15914000,0.17170000,197166466.00000000,1607212799999,33329107.32620000,72645,96205687.20000000,16264975.90291400,0
1607212800000,0.17162000,0.18020000,0.16704000,0.17593000,183432558.20000000,1607299199999,31876620.64136800,64857,92936030.50000000,16165475.85145000,0
1607299200000,0.17599000,0.17649000,0.16437000,0.16804000,148268193.80000000,1607385599999,25264875.38825700,49594,69028286.50000000,11759365.02668300,0
1607385600000,0.16814000,0.16862000,0.14899000,0.15263000,223878904.60000000,1607471999999,35650145.83962100,76016,105791175.90000000,16843386.56822600,0
1607472000000,0.15259000,0.17520000,0.13921000,0.17206000,550735915.00000000,1607558399999,87013292.54013000,170595,281204964.50000000,44502852.57763300,0
1607558400000,0.17201000,0.17780000,0.16015000,0.16073000,454403050.10000000,1607644799999,77113683.38856700,198749,228015782.70000000,38706910.05268700,0
1607644800000,0.16080000,0.16450000,0.15000000,0.15077000,367010398.20000000,1607731199999,58064790.13581300,115710,181349099.20000000,28706028.19936100,0
1607731200000,0.15084000,0.16500000,0.14954000,0.15888000,265788705.90000000,1607817599999,42113471.45545300,91083,131332727.40000000,20816959.86602500,0
1607817600000,0.15878000,0.18000000,0.15549000,0.17610000,395883889.70000000,1607903999999,67653166.51677400,147652,201407933.20000000,34443237.23597200,0
1607904000000,0.17615000,0.17863000,0.16667000,0.17020000,285784967.10000000,1607990399999,49047843.13662100,139832,140392821.80000000,24101027.67166600,0
1607990400000,0.17020000,0.17681000,0.16443000,0.16610000,207684188.40000000,1608076799999,35368073.97014100,82853,104321722.70000000,17771333.14660300,0
1608076800000,0.16614000,0.19500000,0.15928000,0.19321000,521143332.40000000,1608163199999,91298957.79762500,176468,264991505.10000000,46536664.75286300,0
1608163200000,0.19321000,0.20878000,0.17920000,0.18612000,801478603.00000000,1608249599999,153516460.22313100,281009,399878920.30000000,76681409.10310600,0
1608249600000,0.18610000,0.18990000,0.17681000,0.18525000,358406658.00000000,1608335999999,65807957.37219300,125905,171906801.50000000,31568049.62052300,0
1608336000000,0.18528000,0.18797000,0.17926000,0.18139000,205652100.10000000,1608422399999,37833244.84075400,81215,98327974.10000000,18087303.44118100,0
1608422400000,0.18152000,0.18271000,0.17366000,0.17666000,158184778.90000000,1608508799999,28290237.03674800,67992,78764545.40000000,14091127.21997000,0
1608508800000,0.17658000,0.18032000,0.15980000,0.16519000,185129011.00000000,1608595199999,31329155.05506600,78265,88145952.90000000,14919151.56445000,0
1608595200000,0.16522000,0.16980000,0.15302000,0.16212000,282150275.90000000,1608681599999,45697633.81345800,107365,135493989.20000000,21945511.02160100,0
1608681600000,0.16201000,0.16201000,0.11056000,0.12661000,925492965.80000000,1608767999999,129215223.27069400,278008,457033418.20000000,63731176.79557200,0
1608768000000,0.12679000,0.16681000,0.12280000,0.15818000,995304326.50000000,1608854399999,143768082.68410100,318907,499195677.70000000,72107534.84129200,0
1608854400000,0.15819000,0.16701000,0.14804000,0.15238000,432924506.70000000,1608940799999,67749332.00626100,196586,218616761.80000000,34218540.98787400,0
1608940800000,0.15240000,0.15571000,0.14388000,0.14673000,240169863.90000000,1609027199999,35765822.73218200,88927,118769771.50000000,17691403.54988700,0
1609027200000,0.14678000,0.15592000,0.13425000,0.14527000,443554533.50000000,1609113599999,64389391.93921500,143024,221622750.60000000,32133013.51469500,0
1609113600000,0.14538000,0.15501000,0.14146000,0.14448000,285941388.60000000,1609199999999,42626964.58620500,101453,142139993.00000000,21194329.92912400,0
1609200000000,0.14432000,0.14911000,0.12801000,0.13831000,390541189.80000000,1609286399999,53951120.76229600,126128,199417956.50000000,27550419.84812800,0
1609286400000,0.13826000,0.13945000,0.12842000,0.13175000,274679216.00000000,1609372799999,36557864.19465600,100422,136433313.20000000,18155269.69548700,0
1609372800000,0.13178000,0.13276000,0.12256000,0.12762000,217877056.90000000,1609459199999,27601342.53026800,80428,109035907.80000000,13811884.96530800,0
